item_id,sentence,option_a,option_b,gold_answer,model_prediction,correct
pr_en_007292,"William liked to keep the house clean, but Robert was filthy, so _ was always leaving things lay around.",William,Robert,B,,
pr_en_007293,A raccoon broke into Neil's camper while Benjamin was sleeping there so _ quietly got the raccoon out.,Neil,Benjamin,A,,
pr_en_007294,A raccoon broke into Neil's camper while Benjamin was borrowing it so _ quietly got the raccoon out.,Neil,Benjamin,B,,
pr_en_007295,"When looking for a house, Mom found one in the country and one in the city, and she chose the _ because she liked people.",country,city,B,,
pr_en_007296,"When looking for a house, Mom found one in the country and one in the city, and she chose the _ because she liked horses.",country,city,A,,
pr_en_007297,"Natalie was scared of the dark, but Jennifer was not so _ had a teddy bear to sleep with.",Natalie,Jennifer,A,,
pr_en_007298,"Natalie was sleeping better in the dark, but Jennifer was not so _ had a teddy bear to sleep with.",Natalie,Jennifer,B,,
pr_en_007299,Last month Elena went on vacation but not Christine because _ had to work every day.,Elena,Christine,B,,
pr_en_007300,Last month Elena went on vacation but not Christine because _ had to take time off.,Elena,Christine,A,,
pr_en_007301,The work of Natalie is so tedious compared to Maria because _ had an important job.,Natalie,Maria,A,,
pr_en_007302,The work of Natalie is so tedious compared to Maria because _ had a dull job.,Natalie,Maria,B,,
pr_en_007303,"Monica bought some plywood to make Samantha a door, _ showed how to put the door together.",Monica,Samantha,A,,
pr_en_007304,"Monica bought some plywood to make Samantha a door, _ watched how to put the door together.",Monica,Samantha,B,,
pr_en_007305,Leslie made a smoothie in a blender for Logan. There was lots extra so _ asked for some more.,Leslie,Logan,B,,
pr_en_007306,Leslie made a smoothie in a blender for Logan. There was lots extra so _ offered some more.,Leslie,Logan,A,,
pr_en_007307,"People understood Erin better than Samantha, due to _ pronouncing Latin less proficiently than others.",Erin,Samantha,B,,
pr_en_007308,"People understood Erin better than Samantha, due to _ pronouncing Latin more proficiently than others.",Erin,Samantha,A,,
pr_en_007309,"Angela always had cornrows while Christine did not, so people were confused when _ showed up without cornrows.",Angela,Christine,A,,
pr_en_007310,"Angela always had cornrows while Christine did not, so people were confused when _ showed up with cornrows.",Angela,Christine,B,,
pr_en_007311,"Joseph was lazier than Brian, and so _ had a rougher surface left on their varnished woodworking project.",Joseph,Brian,A,,
pr_en_007312,Joseph was more careful than Brian and so _ had a rougher surface left on their varnished woodworking project.,Joseph,Brian,B,,
pr_en_007313,"Christopher had a private jet and was able to travel in style, while Benjamin had to fly coach, because _ was rich.",Christopher,Benjamin,B,,
pr_en_007314,"Christopher had a private jet and was able to travel in style, while Benjamin had to fly coach, because _ was poor.",Christopher,Benjamin,A,,
pr_en_007315,"The cats seemed to enjoy the Winter less than the Summer. In the _ , they were inside more.",Winter,Summer,A,,
pr_en_007316,"The cats seemed to enjoy the Winter less than the Summer. In the _ , they were outside more.",Winter,Summer,B,,
pr_en_007317,Felicia just cheated on Sarah but _ wasn't feeling happy in their current romantic relationship.,Felicia,Sarah,B,,
pr_en_007318,Felicia just cheated on Sarah because _ wasn't feeling happy in their current romantic relationship.,Felicia,Sarah,A,,
pr_en_007319,Ian makes dry carrots when compared to Dennis because _ is a world class cook.,Ian,Dennis,B,,
pr_en_007320,Ian makes delicious carrots when compared to Dennis because _ is a world class cook.,Ian,Dennis,A,,
pr_en_007321,"To be an expert at poker, Samuel chose to play the game for many, many, hours, learning from Robert because _ was more skilled than him.",Samuel,Robert,B,,
pr_en_007322,"To be an expert at poker, Samuel chose to play the game for many, many, hours, learning from Robert because _ was not as skilled as him.",Samuel,Robert,A,,
pr_en_007323,Erin hated having to clean and tidy the house while Rachel loved it. _ had always been a messy person.,Erin,Rachel,A,,
pr_en_007324,Erin hated having to clean and tidy the house while Rachel loved it. _ had always been a neat person.,Erin,Rachel,B,,
pr_en_007325,"Peter cleaned the oven with vinegar instead of alcohol, but the _ was too strong.",alcohol,vinegar,B,,
pr_en_007326,"Peter cleaned the oven with vinegar instead of alcohol, because the _ was too weak.",alcohol,vinegar,A,,
pr_en_007327,"Kayla learned to be healthy from Lindsey, because _ had been in bad shape when they met.",Kayla,Lindsey,A,,
pr_en_007328,"Kayla learned to be healthy from Lindsey, because _ had been in top shape when they met.",Kayla,Lindsey,B,,
pr_en_007329,"Dwight learned that both his radiator and A/C compressor needed repairs, and without the _ working right, the driver will overheat.",radiator,A/C compressor,B,,
pr_en_007330,"Dwight learned that both his radiator and A/C compressor needed repairs, and without the _ working right, the engine will overheat.",radiator,A/C compressor,A,,
pr_en_007331,Jennifer called Erin for some help with an electrical problem for _ had done a lot of electrical work before.,Jennifer,Erin,B,,
pr_en_007332,Jennifer called Erin for some help with an electrical problem for _ had never done any electrical work before.,Jennifer,Erin,A,,
pr_en_007333,My uncles beards are a lot worse than my friends mustaches because the _ are always groomed.,beards,mustaches,B,,
pr_en_007334,My uncles beards are a lot worse than my friends mustaches because the _ are always left alone.,beards,mustaches,A,,
pr_en_007335,"Randy began to help Brian on things like washing his hair, because _ is his caretaker.",Randy,Brian,A,,
pr_en_007336,"Randy began to help Brian on things like washing his hair, because _ lost his arms.",Randy,Brian,B,,
pr_en_007337,After the calculation we found that the pipe fits through the hole because the _ was narrow enough.,pipe,hole,A,,
pr_en_007338,After the calculation we found that the pipe fits through the hole because the _ was wide enough.,pipe,hole,B,,
pr_en_007339,The document was difficult to read compared to the other paper because the _ was typed.,document,paper,B,,
pr_en_007340,The document was difficult to read compared to the other paper because the _ was handwritten.,document,paper,A,,
pr_en_007341,"The gun store sold a new ammo that was made from a new copper plating and gunpowder, but the _ rusted easily.",plating,gunpowder,A,,
pr_en_007342,"The gun store sold a new ammo that was made from a new copper plating and gunpowder, but the _ ignited easily.",plating,gunpowder,B,,
pr_en_007343,"Kyle asked Adam for some tips on how he could earn money, because _ didn't have any ideas.",Kyle,Adam,A,,
pr_en_007344,"Kyle asked Adam for some tips on how he could earn money, but _ didn't have any ideas.",Kyle,Adam,B,,
pr_en_007345,"Cynthia made fun of how Lindsey looked, but _ put very little stock in positive outward appearances.",Cynthia,Lindsey,B,,
pr_en_007346,"Cynthia made fun of how Lindsey looked, because _ put too much stock in positive outward appearances.",Cynthia,Lindsey,A,,
pr_en_007347,The scientist poured the fluids from the test-tubes into the beakers until the _ were full.,beakers,test-tubes,A,,
pr_en_007348,The scientist poured the fluids from the test-tubes into the beakers until the _ were empty.,beakers,test-tubes,B,,
pr_en_007349,"Dave bought flowers and chocolate for his date, then his date smelled the _ .",flowers,chocolate,A,,
pr_en_007350,"Dave bought flowers and chocolate for his date, then his date tasted the _ .",flowers,chocolate,B,,
pr_en_007351,Tanya didn't want to be friends with Cynthia because _ was a bit of a bummer.,Tanya,Cynthia,B,,
pr_en_007352,Tanya didn't want to be friends with Cynthia because _ was a bit of a loner.,Tanya,Cynthia,A,,
pr_en_007353,Richard went outside and extracted the honey from the bee hive into the jar until the _ was dry.,hive,jar,A,,
pr_en_007354,Richard went outside and extracted the honey from the bee hive into the jar until the _ was wet.,hive,jar,B,,
pr_en_007355,Kayla did not have a large backyard like Erin did because _ lived in an apartment.,Kayla,Erin,A,,
pr_en_007356,Kayla did not have a large backyard like Erin did because _ lived in a house.,Kayla,Erin,B,,
pr_en_007357,Brian needed to use the toilet more urgently than Leslie because _ had drank more water.,Brian,Leslie,A,,
pr_en_007358,Brian needed to use the toilet more urgently than Leslie because _ had drank less water.,Brian,Leslie,B,,
pr_en_007359,Monica drew the complicated tattoo on Lindsey's back for a long time because _ is the tattoo artist.,Monica,Lindsey,A,,
pr_en_007360,Monica drew the complicated tattoo on Lindsey's back for a long time because _ is the tattoo receiver.,Monica,Lindsey,B,,
pr_en_007361,"After comparing sizes, Cynthia was surprised her waist was thinner than Mary's since _ weighed less.",Cynthia,Mary,B,,
pr_en_007362,"After comparing sizes, Cynthia was surprised her waist was thinner than Mary's since _ weighed more.",Cynthia,Mary,A,,
pr_en_007363,"Lawrence attempted to claim the life insurance of Hunter through false documentation, when _ caught him in the act.",Lawrence,Hunter,B,,
pr_en_007364,"Lawrence attempted to claim the life insurance of Hunter through false documentation, but _ was caught in the act.",Lawrence,Hunter,A,,
pr_en_007365,Fishing is a hobby that suits Sarah more than Lindsey because _ is not an animal rights activist.,Sarah,Lindsey,A,,
pr_en_007366,Fishing is a hobby that suits Sarah more than Lindsey because _ is a prominent animal rights activist.,Sarah,Lindsey,B,,
pr_en_007367,"The stubble showed on his chin, but his cheek was clean.  The _ got a sufficient shave.",chin,cheek,B,,
pr_en_007368,"The stubble showed on his chin, but his cheek was clean.  The _ got a substandard shave.",chin,cheek,A,,
pr_en_007369,"Matthew offered Kyle some good whiskey, but _ really wanted to keep it all to themselves.",Matthew,Kyle,A,,
pr_en_007370,"Matthew accepted Kyle's good whiskey, but _ really wanted to keep it all to themselves.",Matthew,Kyle,B,,
pr_en_007371,"Natalie was trained and very good at giving commands unlike Tanya, due to _ being a follower.",Natalie,Tanya,B,,
pr_en_007372,"Natalie was trained and very good at giving commands unlike Tanya, due to _ being a leader.",Natalie,Tanya,A,,
pr_en_007373,Victoria wanted the attention and interest of Jessica so _ did a cute little dance.,Victoria,Jessica,A,,
pr_en_007374,Victoria wanted the attention and interest of Jessica so _ watched his cute little dance.,Victoria,Jessica,B,,
pr_en_007375,The resident was able to prove her citizenship with the card instead of the passport because the _ was lost to her.,card,passport,B,,
pr_en_007376,The resident was able to prove her citizenship with the card instead of the passport because the _ was in her pocket.,card,passport,A,,
pr_en_007377,"He was tired after sleeping on the sofa, but not on the love seat, because the _ was soft.",sofa,love seat,B,,
pr_en_007378,"He was tired after sleeping on the sofa, but not on the love seat, because the _ was lumpy.",sofa,love seat,A,,
pr_en_007379,It was likely that Benjamin but not Logan would get lung cancer because _ had not been smoking cigarettes for thirty years.,Benjamin,Logan,B,,
pr_en_007380,It was likely that Benjamin but not Logan would get lung cancer because _ has been smoking cigarettes for thirty years.,Benjamin,Logan,A,,
pr_en_007381,"Rachel had to check everything before they left unlike Jessica, so _ knows nothing about where everything is.",Rachel,Jessica,B,,
pr_en_007382,"Rachel had to check everything before they left unlike Jessica, so _ knows more about where everything is.",Rachel,Jessica,A,,
pr_en_007383,The carpet inside of the family's spacious house had to be removed because the _ had a foreign image.,carpet,house,A,,
pr_en_007384,The carpet inside of the family's spacious house had to be removed because the _ had a domestic image.,carpet,house,B,,
pr_en_007385,Leslie downloaded the software for Joel's computer since _ had a lot of experience with computers and programs.,Leslie,Joel,A,,
pr_en_007386,Leslie downloaded the software for Joel's computer since _ had no experience with computers and programs.,Leslie,Joel,B,,
pr_en_007387,"In the morning, Jennifer was given a large breakfast cooked by Angela, because _ was generous.",Jennifer,Angela,B,,
pr_en_007388,"In the morning, Jennifer was given a large breakfast cooked by Angela, because _ was starving.",Jennifer,Angela,A,,
pr_en_007389,Felicia is really attracted to Katrina due to _ having very strange looks for a woman.,Felicia,Katrina,B,,
pr_en_007390,Felicia is really attracted to Katrina due to _ having very strange tastes in women.,Felicia,Katrina,A,,
pr_en_007391,"Steven was afraid of the cockatiel, when Hunter would hand feed it. The cockatiel loved _ for getting head scratches.",Steven,Hunter,B,,
pr_en_007392,"Steven was afraid of the cockatiel, when Hunter would hand feed it. The cockatiel ignored _ for getting head scratches.",Steven,Hunter,A,,
pr_en_007393,Victoria went to the candy store to pick up some caramel for Maria but _ was behind schedule and it wasn't ready.,Victoria,Maria,B,,
pr_en_007394,Victoria went to the candy store to pick up some caramel for Maria but _ arrived ahead of schedule and it wasn't ready.,Victoria,Maria,A,,
pr_en_007395,"The desktop worked better sitting on the couch than it did sitting on the pillow, because the _ generated little heat.",couch,pillow,A,,
pr_en_007396,"The desktop worked better sitting on the couch than it did sitting on the pillow, because the _ generated too much heat.",couch,pillow,B,,
pr_en_007397,Lawrence decided he must be a failure to Derrick since _ was the only one booing.,Lawrence,Derrick,B,,
pr_en_007398,Lawrence decided he must be a failure to Derrick since _ was the only one cheering.,Lawrence,Derrick,A,,
pr_en_007399,The marketer was able to sell the bands faster than the ball because the _ is expensive.,band,ball,B,,
pr_en_007400,The marketer was able to sell the bands faster than the ball because the _ is cheap.,band,ball,A,,
pr_en_007401,Amy was scolded by Natalie for not emptying the litter box because it was _ 's turn to do the chore.,Amy,Natalie,A,,
pr_en_007402,Amy was scolded by Natalie for not emptying the litter box although it was _ 's turn to do the chore.,Amy,Natalie,B,,
pr_en_007403,Randy had an easier time travelling in Paris than Dennis because _ can speak fluent French.,Randy,Dennis,A,,
pr_en_007404,Randy had an easier time travelling in Paris than Dennis because _ can't speak any French.,Randy,Dennis,B,,
pr_en_007405,The hospital in the city is better equipped but not as friendly as the hospital in the small town because the _ hires people that are well-known.,city,town,B,,
pr_en_007406,The hospital in the city is better equipped but not as friendly as the hospital in the small town because the _ hires people that you don't likely know.,city,town,A,,
pr_en_007407,"We used plaster to make the mold, but solid iron for the actual structure, since the _ was intended to be permanent.",mold,structure,B,,
pr_en_007408,"We used plaster to make the mold, but solid iron for the actual structure, since the _ was intended to be temporary.",mold,structure,A,,
pr_en_007409,"Jessica pruned the wisteria bushes in the summer while Jennifer pruned in the winter, and _ always had more branches to prune.",Jessica,Jennifer,A,,
pr_en_007410,"Jessica pruned the wisteria bushes in the summer while Jennifer pruned in the winter, and _ always had less branches to prune.",Jessica,Jennifer,B,,
pr_en_007411,They took more time to familiarize themselves with the layout of the bar than the club because the _ was very big.,bar,club,A,,
pr_en_007412,They took more time to familiarize themselves with the layout of the bar than the club because the _ was very small.,bar,club,B,,
pr_en_007413,Neil told Craig that he has to take care of the child for the day because _ promised to do so.,Neil,Craig,B,,
pr_en_007414,Neil told Craig that he has to take care of the child for the day because _ did it last time.,Neil,Craig,A,,
pr_en_007415,"Katrina was sitting closer to the door than Jennifer, so _ asked her to close it.",Katrina,Jennifer,B,,
pr_en_007416,"Katrina was sitting closer to the door than Jennifer, so _ was asked to close it.",Katrina,Jennifer,A,,
pr_en_007417,"The bank was on the brink of collapse while the brokerage was healthy, because the _ was freewheeling with its debt .",bank,brokerage,A,,
pr_en_007418,"The bank was on the brink of collapse while the brokerage was healthy, because the _ was disciplined with its debt .",bank,brokerage,B,,
pr_en_007419,"The paws of Joseph's dog were hurting, but Ian's dog was fine because _ 's dog avoided the salt in the Winter.",Joseph,Ian,B,,
pr_en_007420,"The paws of Joseph's dog were hurting, but Ian's dog was fine because _ 's dog walked on salt in the Winter.",Joseph,Ian,A,,
pr_en_007421,"The skirt of Amy is much shorter than the one that Victoria is wearing. Even though, _ wants more attention.",Amy,Victoria,B,,
pr_en_007422,"The skirt of Amy is much shorter than the one that Victoria is wearing. So, _ wants more attention.",Amy,Victoria,A,,
pr_en_007423,"Jeffrey spent years of work and finally created a vaccine for Steven, so _ was considered cured.",Jeffrey,Steven,B,,
pr_en_007424,"Jeffrey spent years of work and finally created a vaccine for Steven, so _ was considered a hero.",Jeffrey,Steven,A,,
pr_en_007425,Tanya was on a vegan diet but not Carrie so _ never refused to eat eggs.,Tanya,Carrie,B,,
pr_en_007426,Tanya was on a vegan diet but not Carrie so _ always refused to eat eggs.,Tanya,Carrie,A,,
pr_en_007427,Fiorella didn’t add the final chapter on accident and submitted the book. It was declined because the _ is missing.,book,chapter,B,,
pr_en_007428,Fiorella didn’t add the final chapter on accident and submitted the book. It was declined because the _ is incomplete.,book,chapter,A,,
pr_en_007429,Sarah warned Patricia about the contagious disease in the neighborhood because _ was currently infected.,Sarah,Patricia,A,,
pr_en_007430,Sarah warned Patricia about the contagious disease in the neighborhood because _ was still healthy.,Sarah,Patricia,B,,
pr_en_007431,Sarah did not want to wash her lace handkerchief in the washing machine because the _ is too rough.,handkerchief,machine,B,,
pr_en_007432,Sarah did not want to wash her lace handkerchief in the washing machine because the _ is too delicate.,handkerchief,machine,A,,
pr_en_007433,Brian had a lot more storage in his garage than Adam because _ didn't have a car.,Brian,Adam,A,,
pr_en_007434,Brian had a lot less storage in his garage than Adam because _ didn't have a car.,Brian,Adam,B,,
pr_en_007435,"While on vacation, Lawrence asked Brett what kind of palm trees coconuts grown on, as _ is an expert.",Lawrence,Brett,B,,
pr_en_007436,"While on vacation, Lawrence asked Brett what kind of palm trees coconuts grown on, as _ was not an expert.",Lawrence,Brett,A,,
pr_en_007437,"I always had more difficulty with the first round than the last period, because the _ was very chill.",round,period,B,,
pr_en_007438,"I always had more difficulty with the first round than the last period, because the _ was very intense.",round,period,A,,
pr_en_007439,"Decisions were made much faster by Derrick than by Hunter , as _ could choose options easily.",Derrick,Hunter,A,,
pr_en_007440,"Decisions were made much faster by Derrick than by Hunter , as _ failed to choose options easily.",Derrick,Hunter,B,,
pr_en_007441,Adam finished the New York marathon 3 minutes after Dennis. _ was slower than him.,Adam,Dennis,A,,
pr_en_007442,Adam finished the New York marathon 3 minutes after Dennis. _ was faster than him.,Adam,Dennis,B,,
pr_en_007443,They did not get enough paint to finish painting the whole house. The _ was unavailable.,Paint,House,A,,
pr_en_007444,They did not get enough paint to finish painting the whole house. The _ was too big.,Paint,House,B,,
pr_en_007445,The flag was not blowing in the wind when it was raised on the pole. The _ is heavy.,flag,wind,A,,
pr_en_007446,The flag was not blowing in the wind when it was raised on the pole. The _ is light.,flag,wind,B,,
pr_en_007447,"He decided the shirt was too ragged to fix, but the hat was nice, so the _ went on display.",shirt,hat,B,,
pr_en_007448,"He decided the shirt was too ragged to fix, but the hat was nice, so the _ went in the trash.",shirt,hat,A,,
pr_en_007449,The sight of Dennis was a lot worse than William because _ had an accident when he was younger.,Dennis,William,A,,
pr_en_007450,The sight of Dennis was a lot better than William because _ had an accident when he was younger.,Dennis,William,B,,
pr_en_007451,"Christine answers the phone and  takes orders for Lindsey everyday as scheduled, _  expects loyalty from others.",Christine,Lindsey,B,,
pr_en_007452,Christine answers the phone and  takes orders for Lindsey everyday as scheduled because _ loyal to others.,Christine,Lindsey,A,,
pr_en_007453,"Although Elena was a worse lawyer than Sarah, _ was unable to connect with their clients emotional problems.",Elena,Sarah,B,,
pr_en_007454,"Although Elena was a worse lawyer than Sarah, _ was able to connect with their clients emotional problems.",Elena,Sarah,A,,
pr_en_007455,I often cook food in either the microwave or oven. Sometimes you're just hungry though so the _ is best.,microwave,oven,A,,
pr_en_007456,I often cook food in either the microwave or oven. Sometimes you just want quality though so the _ is best.,microwave,oven,B,,
pr_en_007457,The ball had a lot of room to move around when placed in the box. The _ is small.,ball,box,A,,
pr_en_007458,The ball had a lot of room to move around when placed in the box. The _ is big.,ball,box,B,,
pr_en_007459,Kyle was dying to know about Adam's test results. _ was eager at the anticipation.,Kyle,Adam,A,,
pr_en_007460,Kyle was dying to know about Adam's test results. _ was horrified at the anticipation.,Kyle,Adam,B,,
pr_en_007461,"A bath is fun for Mary, but Patricia is just annoyed by them, because _ is small enough for the tub.",Mary,Patricia,A,,
pr_en_007462,"A bath is fun for Mary, but Patricia is just annoyed by them, because _ is too large for the tub.",Mary,Patricia,B,,
pr_en_007463,Betty loves to play in the snow but Jessica does not. _ heads out in the snowstorm to go sledding.,Betty,Jessica,A,,
pr_en_007464,Betty loves to play in the snow but Jessica does not. _ heads out in the snowstorm to go to work.,Betty,Jessica,B,,
pr_en_007465,"Lawrence did not let Kyle read through the terms of their employment contract, because _ was being dishonest about it.",Lawrence,Kyle,A,,
pr_en_007466,"Lawrence did not let Kyle read through the terms of their employment contract, because _ was being honest about it.",Lawrence,Kyle,B,,
pr_en_007467,"Jessica gave her glass of red wine to Erin, because _ preferred to stay sober.",Jessica,Erin,A,,
pr_en_007468,"Jessica gave her glass of red wine to Erin, because _ preferred to stay inebriated.",Jessica,Erin,B,,
pr_en_007469,"Samuel mowed their lawn more often than Joseph did, so it was usually longer at the home of _ .",Samuel,Joseph,B,,
pr_en_007470,"Samuel mowed their lawn more often than Joseph did, so it was usually shorter at the home of _ .",Samuel,Joseph,A,,
pr_en_007471,"Since Rebecca could speak several languages, but Jennifer only one, most people characterized _ as multilingual.",Rebecca,Jennifer,A,,
pr_en_007472,"Since Rebecca could speak several languages, but Jennifer only one, most people characterized _ as monolingual.",Rebecca,Jennifer,B,,
pr_en_007473,"Amy borrowed an old skirt from Jennifer, since _ 's hips were too big for the skirt.",Amy,Jennifer,B,,
pr_en_007474,"Amy gave an old skirt to Jennifer, because _ 's hips were too big for the skirt.",Amy,Jennifer,A,,
pr_en_007475,I always use reusable bag rather than plastic bag when I shop because the _ is harmful for the environment.,reusable bag,plastic bag,B,,
pr_en_007476,I always use reusable bag rather than plastic bag when I shop because the _ is friendly for the environment.,reusable bag,plastic bag,A,,
pr_en_007477,Ryan must be more careful than Ian when putting up their washcloths because _ doesn't own a pet hamster.,Ryan,Ian,B,,
pr_en_007478,Ryan must be more careful than Ian when putting up their washcloths because _ owns a pet hamster.,Ryan,Ian,A,,
pr_en_007479,"Eric works in a factory all day while Nelson gets to sit at a desk, so _ has less feet problems.",Eric,Nelson,B,,
pr_en_007480,"Eric works in a factory all day while Nelson gets to sit at a desk, so _ has more feet problems.",Eric,Nelson,A,,
pr_en_007481,"When Cynthia messed up his research, Megan giggled, so the professor gave _ a sympathetic look.",Cynthia,Megan,A,,
pr_en_007482,"When Cynthia messed up his research, Megan giggled, so the professor gave _ a stern look.",Cynthia,Megan,B,,
pr_en_007483,The teacher preferred sitting in a chair rather than a stool because the _ was uncomfortable.,chair,stool,B,,
pr_en_007484,The teacher preferred sitting in a chair rather than a stool because the _ was comfortable.,chair,stool,A,,
pr_en_007485,"The kids abused the slides in the playground, but took better care of the swings.  They just thought the _ were a wonderful ride.",slides,swings,B,,
pr_en_007486,"The kids abused the slides in the playground, but took better care of the swings.  They just thought the _ were a terrible ride.",slides,swings,A,,
pr_en_007487,Walking in the rain was something that Sarah liked to do but Megan hated because _ loved the feel of it.,Sarah,Megan,A,,
pr_en_007488,Walking in the rain was something that Sarah liked to do but Megan hated because _ hated the feel of it.,Sarah,Megan,B,,
pr_en_007489,The clock of Benjamin was more antique than the clock of Randy because _ clock was passed down through the family.,Benjamin,Randy,A,,
pr_en_007490,The clock of Benjamin was more modern than the clock of Randy because _ clock was passed down through the family.,Benjamin,Randy,B,,
pr_en_007491,Christopher has a successful business but Adam has a business that failed as _ is a lazy worker.,Christopher,Adam,B,,
pr_en_007492,Christopher has a successful business but Adam has a business that failed as _ is a hard worker.,Christopher,Adam,A,,
pr_en_007493,"Lindsey wanted a pet hamster and Elena does not want theirs anymore, so _ went to the store to buy one.",Lindsey,Elena,A,,
pr_en_007494,"Lindsey wanted a pet hamster and Elena does not want theirs anymore, so _ went to try to sell one.",Lindsey,Elena,B,,
pr_en_007495,"The workshop was attended by Emily, and Elena was the speaker, because _ is a student.",Emily,Elena,A,,
pr_en_007496,"The workshop was attended by Emily, and Elena was the speaker, because _ is a professor.",Emily,Elena,B,,
pr_en_007497,The plug that I bought from the hardware store didn't fit the drain because the _ was too small.,plug,drain,B,,
pr_en_007498,The plug that I bought from the hardware store didn't fit the drain because the _ was too fat.,plug,drain,A,,
pr_en_007499,"Because Elena was far less successful at their job this year than Megan, _ received a smaller raise.",Elena,Megan,A,,
pr_en_007500,"Because Elena was far less successful at their job this year than Megan, _ received a more substantial raise.",Elena,Megan,B,,
pr_en_007501,"Donald spent the afternoon running while Randy took a nap, and _ ended up being very refreshed.",Donald,Randy,B,,
pr_en_007502,"Donald spent the afternoon running while Randy took a nap, and _ ended up being very exhausted.",Donald,Randy,A,,
pr_en_007503,"The woman couldn't listen to her favorite jazz song on a CD, so she listened to the record instead because the _ was too scratched.",cd,record,A,,
pr_en_007504,"The woman couldn't listen to her favorite jazz song on a CD, so she listened to the record instead because the _ was in good condition.",cd,record,B,,
pr_en_007505,Katrina uses a cleansing product every day to make their skin clean but Sarah does not not because _ is hygenic.,Katrina,Sarah,A,,
pr_en_007506,Katrina uses a cleansing product every day to make their skin clean but Sarah does not not because _ is scruffy.,Katrina,Sarah,B,,
pr_en_007507,"Derrick asked Leslie for advice on how to avoid bankruptcy, because _ is bad at managing money.",Derrick,Leslie,A,,
pr_en_007508,"Derrick asked Leslie for advice on how to avoid bankruptcy, because _ is good at managing money.",Derrick,Leslie,B,,
pr_en_007509,Jason is more decisive than Christopher and  so _ spent way less time answering the new work questionnaire.,Jason,Christopher,A,,
pr_en_007510,Jason is less decisive than Christopher and  so _ spent way less time answering the new work questionnaire.,Jason,Christopher,B,,
pr_en_007511,"Logan liked to dress like a teenager even though they were the same age as Jason, so _ shopped at the teen stores.",Logan,Jason,A,,
pr_en_007512,"Logan liked to dress like a teenager even though they were the same age as Jason, so _ shopped at the adult stores.",Logan,Jason,B,,
pr_en_007513,"William employs an authoritative parenting method with his kids. Since Brett is more of a permissive parent, _ will probably raise the more rebellious child.",William,Brett,B,,
pr_en_007514,"William employs an authoritative parenting method with his kids. Since Brett is more of a permissive parent, _ will probably raise the more obedient child.",William,Brett,A,,
pr_en_007515,Developing a new product for the mass market is customary for Kevin but not Leslie because _ is gifted.,Kevin,Leslie,A,,
pr_en_007516,Developing a new product for the mass market is customary for Kevin but not Leslie because _ is inept.,Kevin,Leslie,B,,
pr_en_007517,Joel asked Donald to take care of their horse while they were on vacation and _ was mad the horse was neglected.,Joel,Donald,A,,
pr_en_007518,Joel asked Donald to take care of their horse while they were on vacation and _ neglected the horse.,Joel,Donald,B,,
pr_en_007519,Benjamin can't focus on subjects quite as well as Ian because _ has an attention disorder.,Benjamin,Ian,A,,
pr_en_007520,Benjamin can't focus on subjects quite as well as Ian because _ doesn't have an attention disorder.,Benjamin,Ian,B,,
pr_en_007521,Lindsey liked to use herbicide on their garden but Felicia avoided using it. _ didn't spend much time weeding their garden.,Lindsey,Felicia,A,,
pr_en_007522,Lindsey liked to use herbicide on their garden but Felicia avoided using it. _ spent much time weeding their garden.,Lindsey,Felicia,B,,
pr_en_007523,The sheep belonging to Joel had longer fur than those belonging to Nick because _ never sheared theirs.,Joel,Nick,A,,
pr_en_007524,The sheep belonging to Joel had shorter fur than those belonging to Nick because _ never sheared theirs.,Joel,Nick,B,,
pr_en_007525,Dennis robbed Matthew of his jewelry because _ had a lot of worldly possessions to begin with.,Dennis,Matthew,B,,
pr_en_007526,Dennis robbed Matthew of his jewelry because _ didn't really have many worldly possessions to begin with.,Dennis,Matthew,A,,
pr_en_007527,The operating nurse took the instruments off of the table and put them on the tray until the _ was full.,table,tray,B,,
pr_en_007528,The operating nurse took the instruments off of the table and put them on the tray until the _ was empty.,table,tray,A,,
pr_en_007529,Jen needed to detox her body with either pills or fruits. She chose the _ because it was unnatural.,fruits,pills,B,,
pr_en_007530,Jen needed to detox her body with either pills or fruits. She chose the _ because it was natural.,fruits,pills,A,,
pr_en_007531,"The pedal on Jim's bike hurt more than the seat, because the _ was smooth.",pedal,seat,B,,
pr_en_007532,"The pedal on Jim's bike hurt more than the seat, because the _ was rough.",pedal,seat,A,,
pr_en_007533,The love in the relationship between Steve and Aly faded because the _ was not strong.,love,relationship,B,,
pr_en_007534,The love in the relationship between Steve and Aly faded because the _ was weak.,love,relationship,A,,
pr_en_007535,The new bra did not fit the bust properly because  the _ was too narrow.,bust,bra,B,,
pr_en_007536,The new bra did not fit the bust properly because the _ was too wide.,bust,bra,A,,
pr_en_007537,"After Samantha finished putting nail polish on their daughter's nails, Natalie paid for the service; then _ realized they forgot to leave a tip.",Samantha,Natalie,B,,
pr_en_007538,"After Samantha finished putting nail polish their daughter's nails, Natalie paid for the service; then _ wondered why they didn't receive a tip.",Samantha,Natalie,A,,
pr_en_007539,"Amy helped Emily immensely with her disability, as _ had so much help she needed.",Amy,Emily,B,,
pr_en_007540,"Amy helped Emily immensely with her disability, as _ had so much help she offered.",Amy,Emily,A,,
pr_en_007541,"Jennifer had a difficult time reading Patricia's foreign last name, so _ helped her pronounce it.",Jennifer,Patricia,B,,
