item_id,premise,hypothesis
ps_ru_003944,Я работаю с IRT уже 17 лет.,Я работаю над сбором средств для IRT уже более десяти лет.
ps_ru_003945,Я работаю с IRT уже 17 лет.,Я уже давно работаю в IRT.
ps_ru_003946,"Диалог с представителями города, гражданских и общественных организаций по поводу развиваемого по инициативе IMA художественного &amp",IMA осуществляет независимую деятельность каждый день.
ps_ru_003947,"Диалог с представителями города, гражданских и общественных организаций по поводу развиваемого по инициативе IMA художественного &amp","IMA взаимодействует с другими организациями, так как все они пользуются финансированием совместно."
ps_ru_003948,"Диалог с представителями города, гражданских и общественных организаций по поводу развиваемого по инициативе IMA художественного &amp",ИМА сотрудничает с другими организациями в этой области
ps_ru_003949,"Хотя цифры впечатляют, стипендии часто играет решающую роль в деле набора самых лучших студентов, испытывающих финансовые затруднения.","Лучшие студенты, испытывающие финансовую трудности пользуются грантами."
ps_ru_003950,"Хотя цифры впечатляют, стипендии часто играет решающую роль в деле набора самых лучших студентов, испытывающих финансовые затруднения.",Для 50 лучших студентов доступно 50 стипендий.
ps_ru_003951,"Хотя цифры впечатляют, стипендии часто играет решающую роль в деле набора самых лучших студентов, испытывающих финансовые затруднения.",Мы не предоставляем стипендии или финансовую помощь студентам.
ps_ru_003952,"Разумеется, моя интуиция очень специфична - вам не все равно, что подтверждает ваш ежегодный взнос вашему приходу.","Я могу сказать, что ты настоящая дрянь."
ps_ru_003953,"Разумеется, моя интуиция очень специфична - вам не все равно, что подтверждает ваш ежегодный взнос вашему приходу.","Мне кажется, что ты заботливый, милый человек."
ps_ru_003954,"Разумеется, моя интуиция очень специфична - вам не все равно, что подтверждает ваш ежегодный взнос вашему приходу.","Ваше пожертвование 2000 долларов говорит о том, что вы хороший человек."
ps_ru_003955,Она всегда была готова прийти на помощь нам,"Она дала все деньги, которые нам нужны."
ps_ru_003956,Она всегда была готова прийти на помощь нам,Она никогда нас ни в чем не поддерживала!
ps_ru_003957,Она всегда была готова прийти на помощь нам,Она очень поддержала меня.
ps_ru_003958,"Я мечтаю увидеть, что каждый американец стал частью олимпийской семьи, поэтому, пожалуйста, пожертвуйте, сколько можете.","Я считаю, что все американцы спортсмены от природы."
ps_ru_003959,"Я мечтаю увидеть, что каждый американец стал частью олимпийской семьи, поэтому, пожалуйста, пожертвуйте, сколько можете.","Я просто хочу видеть, как американские женщины становятся участницами Олимпийских игр."
ps_ru_003960,"Я мечтаю увидеть, что каждый американец стал частью олимпийской семьи, поэтому, пожалуйста, пожертвуйте, сколько можете.","Я хочу, чтобы американцы присоединились к олимпийской семье."
ps_ru_003961,"Эти свободные места - Вашингтон, Колорадо и Северная Дакота, совместно с уходом демократа-долгожителя Алана Диксона, серьезно увеличили наши шансы на победу.",Алан Диксон является политиком-демократом.
ps_ru_003962,"Эти свободные места - Вашингтон, Колорадо и Северная Дакота, совместно с уходом демократа-долгожителя Алана Диксона, серьезно увеличили наши шансы на победу.",Алан Диксон является закоренелым республиканцем.
ps_ru_003963,"Эти свободные места - Вашингтон, Колорадо и Северная Дакота, совместно с уходом демократа-долгожителя Алана Диксона, серьезно увеличили наши шансы на победу.",Алан Диксон был сенатором штата.
ps_ru_003964,В 1990 году программа удостоила Элтона Т. Ридли  награды За выдающиеся заслуги.,Награждение не проводилось до 2002 года.
ps_ru_003965,В 1990 году программа удостоила Элтона Т. Ридли  награды За выдающиеся заслуги.,"Они основали Премию в 1990 году, потому что получили огромный грант."
ps_ru_003966,В 1990 году программа удостоила Элтона Т. Ридли  награды За выдающиеся заслуги.,Они основали эту премию в 1990 году.
ps_ru_003967,"Кроме того, резиденты штата Индиана могут получить налоговые льготы с помощью налогового вычета, осуществляемого напрямую из итоговой суммы налоговых поступлений штата.",В Индиане не предусмотрены налоговые льготы.
ps_ru_003968,"Кроме того, резиденты штата Индиана могут получить налоговые льготы с помощью налогового вычета, осуществляемого напрямую из итоговой суммы налоговых поступлений штата.",Жители штата Индиана получают 50% налоговый кредит если они делают пожертвования в театр.
ps_ru_003969,"Кроме того, резиденты штата Индиана могут получить налоговые льготы с помощью налогового вычета, осуществляемого напрямую из итоговой суммы налоговых поступлений штата.",Жители штата Индиана получают налоговые льготы от штата Индиана.
ps_ru_003970,"После представления, молодая пара поднялась на сцену, чтобы поприветствовать.",На шоу была молодая пара.
ps_ru_003971,"После представления, молодая пара поднялась на сцену, чтобы поприветствовать.",Молодая пара отправилась в свое первое выступление.
ps_ru_003972,"После представления, молодая пара поднялась на сцену, чтобы поприветствовать.",На представлении не было ни одного человека младше 80 лет.
ps_ru_003973,Мы просим у всех выпускников пожертвования в размере $1000.,Мы занимаемся сбором средств у выпускников.
ps_ru_003974,Мы просим у всех выпускников пожертвования в размере $1000.,"Мы собираем средства, чтобы достигнуть цели в $100,000."
ps_ru_003975,Мы просим у всех выпускников пожертвования в размере $1000.,Мы нацелены только на текущих студентов.
ps_ru_003976,...Сделайте наше общество лучше.,Нашему обществу не нужна помощь.
ps_ru_003977,...Сделайте наше общество лучше.,Просим помочь в улучшении нашего общества.
ps_ru_003978,...Сделайте наше общество лучше.,"Мы надеемся, что вы превратите наше общество в свободное от преступности место."
ps_ru_003979,"Тем самым Юношеская христианская ассоциация стремится претворять принципы поступать по христиански на практике через программы, стимулирующие личное развитие и укрепление здоровья духа, ума и тела для всех.",YMCA реализует более 100 программ продвижения христианских принципов.
ps_ru_003980,"Тем самым Юношеская христианская ассоциация стремится претворять принципы поступать по христиански на практике через программы, стимулирующие личное развитие и укрепление здоровья духа, ума и тела для всех.",YMCA пропагандирует принципы Церкви Сатаны в своих программах.
ps_ru_003981,"Тем самым Юношеская христианская ассоциация стремится претворять принципы поступать по христиански на практике через программы, стимулирующие личное развитие и укрепление здоровья духа, ума и тела для всех.",Христианская ассоциация молодых людей стремится продвигать принципы христианства с помощью различных программ.
ps_ru_003982,"Следовательно, я знаю, что вы проявляете усилия, чтобы сопереживать и заботиться о других.","Я знаю, что ты заботишься об окружающих тебя людях"
ps_ru_003983,"Следовательно, я знаю, что вы проявляете усилия, чтобы сопереживать и заботиться о других.","Я знаю, что вам вообще наплевать на людей."
ps_ru_003984,"Следовательно, я знаю, что вы проявляете усилия, чтобы сопереживать и заботиться о других.","Я знаю, что ты тратишь много на то, чтобы накормить голодных людей вокруг себя."
ps_ru_003985,"Друзья оперировают на двух уровнях: «Друзья по всей городе» и «Отраслевые Друзья», и вы можете стать активными на одном или обоих уровнях.","Число друзей зависит от того, сколько вы пожертвовали."
ps_ru_003986,"Друзья оперировают на двух уровнях: «Друзья по всей городе» и «Отраслевые Друзья», и вы можете стать активными на одном или обоих уровнях.",Есть два уровня друзей.
ps_ru_003987,"Друзья оперировают на двух уровнях: «Друзья по всей городе» и «Отраслевые Друзья», и вы можете стать активными на одном или обоих уровнях.",Мы не разделяем друзей по уровням - все они одинаковы.
ps_ru_003988,"Это крайне важно для выживания слонов как в неволе, так и в дикой природе в долгосрочной перспективе.","Если вы дадите нам деньги, мы сможем защитить всех слонов в Африке."
ps_ru_003989,"Это крайне важно для выживания слонов как в неволе, так и в дикой природе в долгосрочной перспективе.",Ничто уже не поможет слонам.
ps_ru_003990,"Это крайне важно для выживания слонов как в неволе, так и в дикой природе в долгосрочной перспективе.","Это поможет слонам, где бы они ни находились."
ps_ru_003991,"Сделайте ваш вклад сейчас, чтобы мы могли сделать свой для вас, ваших друзей и соседей.","Если вы сделаете пожертвование сейчас, то это очень поможет нам."
ps_ru_003992,"Сделайте ваш вклад сейчас, чтобы мы могли сделать свой для вас, ваших друзей и соседей.",Нам не нужно больше пожертвований.
ps_ru_003993,"Сделайте ваш вклад сейчас, чтобы мы могли сделать свой для вас, ваших друзей и соседей.",Мы остановим сбор средств если вы дадите нам 1000 долларов сейчас.
ps_ru_003994,День присуждения ученых степеней 1991 года рождает в памяти воспоминания о временах учебы в Университете Индианы.,Церемония вручения дипломов в 1991 году была отменена в связи с отвратительной погодой.
ps_ru_003995,День присуждения ученых степеней 1991 года рождает в памяти воспоминания о временах учебы в Университете Индианы.,Выпускники помнят студенческие годы в Индианском университете.
ps_ru_003996,День присуждения ученых степеней 1991 года рождает в памяти воспоминания о временах учебы в Университете Индианы.,Много слез было пролито на церемонии вручения дипломов 1991 г.
ps_ru_003997,"Ее зовут Амали, что означает надежду - и она, безусловно, является прекрасным воплощением надежды на то, что IZS будет продолжать усилия по сохранению африканских слонов в зоопарках и в дикой природе.",IZS занимается оказанием помощи зебрам.
ps_ru_003998,"Ее зовут Амали, что означает надежду - и она, безусловно, является прекрасным воплощением надежды на то, что IZS будет продолжать усилия по сохранению африканских слонов в зоопарках и в дикой природе.",IZS помогает африканским слонам.
ps_ru_003999,"Ее зовут Амали, что означает надежду - и она, безусловно, является прекрасным воплощением надежды на то, что IZS будет продолжать усилия по сохранению африканских слонов в зоопарках и в дикой природе.","IZS способствует сохранению африканских слонов, преследуя в уголовном порядке браконьеров."
ps_ru_004000,"Однако есть еще большее количество людей, которые нуждаются в нашей помощи.",10 000 человек по-прежнему нуждаются в нашей помощи.
ps_ru_004001,"Однако есть еще большее количество людей, которые нуждаются в нашей помощи.",Никто не нуждается в нашей помощи.
ps_ru_004002,"Однако есть еще большее количество людей, которые нуждаются в нашей помощи.",Наша помощь нужна еще очень многим.
ps_ru_004003,"Просим вас со всем милосердием обдумать, сколько вы можете дать.","Я знаю, что вы религиозный человек, потому подумайте о том, что думает Бог о пожертвованиях."
ps_ru_004004,"Просим вас со всем милосердием обдумать, сколько вы можете дать.","Пожалуйста, даже не думайте предлагать нам деньги."
ps_ru_004005,"Просим вас со всем милосердием обдумать, сколько вы можете дать.","Надеемся, что вы хорошо подумаете над тем, сколько можете дать."
ps_ru_004006,"Мы также придаём особое значение пьесам, непосредственно связанным с различными темами по истории, литературе и обществоведению.",В числе прочего мы обращаемся к историческим пьесам.
ps_ru_004007,"Мы также придаём особое значение пьесам, непосредственно связанным с различными темами по истории, литературе и обществоведению.",В прошлом мы поставили три исторических пьесы.
ps_ru_004008,"Мы также придаём особое значение пьесам, непосредственно связанным с различными темами по истории, литературе и обществоведению.",Мы стараемся не ставить спектакли в историческом или литературном жанре.
ps_ru_004009,"Любовь побеждает все (если только вы не работаете в Weekly Standard): Брит Хьюм (Fox News Sunday)  размышляет о том, почему у Левински победить не получилось. Она по-прежнему безнадёжно влюблена в президента.",Брит Юм - ведущий репортер в Fox.
ps_ru_004010,"Любовь побеждает все (если только вы не работаете в Weekly Standard): Брит Хьюм (Fox News Sunday)  размышляет о том, почему у Левински победить не получилось. Она по-прежнему безнадёжно влюблена в президента.",Брит Хум работает в CNN.
ps_ru_004011,"Любовь побеждает все (если только вы не работаете в Weekly Standard): Брит Хьюм (Fox News Sunday)  размышляет о том, почему у Левински победить не получилось. Она по-прежнему безнадёжно влюблена в президента.",Брит Хьюм работает на Fox.
ps_ru_004012,"Большим делом было приглашение Майкла Аптеда, который придал сериалу дополнительную человечность.","Майкл Эптед погубил сериал, настаивая на введении теплых, человечных элементов."
ps_ru_004013,"Большим делом было приглашение Майкла Аптеда, который придал сериалу дополнительную человечность.","Майкла Эптеда пригласили, чтобы добавить в сериал нечто личное."
ps_ru_004014,"Большим делом было приглашение Майкла Аптеда, который придал сериалу дополнительную человечность.","Сериал считался холодноватым и скучным, поэтому важно было привлечь Майкла Эптеда, чтобы добавить теплую, личную нотку и повысить рейтинги."
ps_ru_004015,смотреть на девушку в белой меховой парке и сапожках,Девочка одета для катания на санках.
ps_ru_004016,смотреть на девушку в белой меховой парке и сапожках,Девушка носит белую одежду.
ps_ru_004017,смотреть на девушку в белой меховой парке и сапожках,Девочка оделась вся в красное.
ps_ru_004018,"В фильме обойдён вниманием тот момент, что Кауфман часто говорил, как он желал бы обставить собственную смерть.",В фильме не упоминается факт обсуждения Кауфманом своей собственной смерти.
ps_ru_004019,"В фильме обойдён вниманием тот момент, что Кауфман часто говорил, как он желал бы обставить собственную смерть.","В фильме присутствует исчерпывающее интервью с Кауфманом, в котором он обсуждает свою смерть."
ps_ru_004020,"В фильме обойдён вниманием тот момент, что Кауфман часто говорил, как он желал бы обставить собственную смерть.","Картина имела огромный успех, несмотря на то, что многие важные подробности жизни Кауфмана были опущены."
ps_ru_004021,"Рокфеллер был схвачен в этом измученном состоянии, когда Ангел мщения Тарбелл начал разрывать его плоть с помощью МакКлюра.",Рокфеллер пожертвовал на исследования рака.
ps_ru_004022,"Рокфеллер был схвачен в этом измученном состоянии, когда Ангел мщения Тарбелл начал разрывать его плоть с помощью МакКлюра.",Рокфеллер отдавал.
ps_ru_004023,"Рокфеллер был схвачен в этом измученном состоянии, когда Ангел мщения Тарбелл начал разрывать его плоть с помощью МакКлюра.",Рокфеллер был скупым.
ps_ru_004024,"Адам Гопник из New Yorker говорит, что Венецианская биеннале переполнена стареющими поп-художниками, чьи лучшие работы случились годы назад (Джим Дин,  Клаус Ольденбург), [которые] сидят друг подле друга.",Биеннале Венеции перенаселено.
ps_ru_004025,"Адам Гопник из New Yorker говорит, что Венецианская биеннале переполнена стареющими поп-художниками, чьи лучшие работы случились годы назад (Джим Дин,  Клаус Ольденбург), [которые] сидят друг подле друга.",Венецианскую биеннале посещают не так много людей.
ps_ru_004026,"Адам Гопник из New Yorker говорит, что Венецианская биеннале переполнена стареющими поп-художниками, чьи лучшие работы случились годы назад (Джим Дин,  Клаус Ольденбург), [которые] сидят друг подле друга.",На Венецианскую биеннале смогут попасть больше посетителей.
ps_ru_004027,"В своей статье «Голливуд наносит ответный удар» (англ. Hollywood Strikes Back) Нэнси Гриффин пишет, что Майкл Эйснер хотел помириться со своим бывшим товарищем Майком Овицем, но тот отказался.","Поступило сообщение о том, что Майкл Эйснер безуспешно пытался наладить отношения со своим бывшим другом, Майком Овитцем."
ps_ru_004028,"В своей статье «Голливуд наносит ответный удар» (англ. Hollywood Strikes Back) Нэнси Гриффин пишет, что Майкл Эйснер хотел помириться со своим бывшим товарищем Майком Овицем, но тот отказался.",Майк Овитц и Майкл Айснер были лучшими друзьями и партнерами по бизнесу на протяжении всей жизни.
ps_ru_004029,"В своей статье «Голливуд наносит ответный удар» (англ. Hollywood Strikes Back) Нэнси Гриффин пишет, что Майкл Эйснер хотел помириться со своим бывшим товарищем Майком Овицем, но тот отказался.","Из-за недоверия, сложившегося по финансовым вопросам и общего видения компании, Майк Овиц отверг попытку Майкла Эйснера урегулировать имевшиеся разногласия."
ps_ru_004030,"В более поздний период, в деле о торговом споре в Нью-Йорке, Клэймен оказался с другой стороны обвинений в этнической предубежденности.",Клеймана обвинили в рассовой дискриминации в Калифорнии.
ps_ru_004031,"В более поздний период, в деле о торговом споре в Нью-Йорке, Клэймен оказался с другой стороны обвинений в этнической предубежденности.","Клейман не ожидал, что его обвинят в предвзятости по национальному признаку."
ps_ru_004032,"В более поздний период, в деле о торговом споре в Нью-Йорке, Клэймен оказался с другой стороны обвинений в этнической предубежденности.",Против Клеймана были выдвинуты обвинения в этнической предвзятости.
ps_ru_004033,"Вряд ли можно ожидать большого количества корпоративных ответов от всего этого шипения, гула и криков на заседании у министра труда США.",Корпоративные представители носят костюмы.
ps_ru_004034,"Вряд ли можно ожидать большого количества корпоративных ответов от всего этого шипения, гула и криков на заседании у министра труда США.",Ожидалось что корпоративные репортеры освистают это.
ps_ru_004035,"Вряд ли можно ожидать большого количества корпоративных ответов от всего этого шипения, гула и криков на заседании у министра труда США.","Трудно было ожидать, что представители корпорации будут свистеть."
ps_ru_004036,"Хоть и питание серьезно влияет на результаты спортсмена, это не значит, что природа больше не важна.",Спортсмены рождаются с уже полностью реализованным потенциалом.
ps_ru_004037,"Хоть и питание серьезно влияет на результаты спортсмена, это не значит, что природа больше не важна.","Спортивные споосбности больше зависят от тренировок, чем от генетики."
ps_ru_004038,"Хоть и питание серьезно влияет на результаты спортсмена, это не значит, что природа больше не важна.",Большинство серьезных спортсменов тренируются не менее восьми часов в неделю.
ps_ru_004039,"Однажды дома, я узнал что США сокращают поставки двумя способами",Меня интересует политика.
ps_ru_004040,"Однажды дома, я узнал что США сокращают поставки двумя способами",Я узнал о Соединенных Штатах.
ps_ru_004041,"Однажды дома, я узнал что США сокращают поставки двумя способами","Я узнал, что США прекращают поставки двумя способами, прежде чем вернуться домой."
ps_ru_004042,"Старейшее и крупнейшее в мире университетское издательство--Оксфорд--только что объявило, что упраздняет своей реестр поэзии.",Список поэтов в Оксфорде перестал существовать.
ps_ru_004043,"Старейшее и крупнейшее в мире университетское издательство--Оксфорд--только что объявило, что упраздняет своей реестр поэзии.","Престижный университет не имеет средств для того, чтобы продолжать составлять список поэзии."
ps_ru_004044,"Старейшее и крупнейшее в мире университетское издательство--Оксфорд--только что объявило, что упраздняет своей реестр поэзии.",Университет привержен сохранению списка поэзии и обещает никогда не отменять его.
ps_ru_004045,"Публикация книги ПРХ происходит с последующим книжным туром, что приводит нас к следующему факту о",По книге «RPH» будет организован тур.
ps_ru_004046,"Публикация книги ПРХ происходит с последующим книжным туром, что приводит нас к следующему факту о",Книжный тур состоит из 10 городов.
ps_ru_004047,"Публикация книги ПРХ происходит с последующим книжным туром, что приводит нас к следующему факту о",Тура для этого не было.
ps_ru_004048,Хотя бы есть утешительный приз для человечества.,Каждый получает утешительный приз - бесплатный блендес с двумя скоростями.
ps_ru_004049,Хотя бы есть утешительный приз для человечества.,В этой ситуации нет плюсов для человечества.
ps_ru_004050,Хотя бы есть утешительный приз для человечества.,В этом есть и позитивный момент для человека.
ps_ru_004051,"На этой неделе Инквайрер предлагает анонс репортажа Кена Старра о большой любовной интриге, в которой будут шумные забавы в президентском лимузине, Овальном кабинете и даже в СПАЛЬНЕ ЛИНКОЛЬНА!",Издание The Enquirer не рассказывало об инциденте с участием Клинтона.
ps_ru_004052,"На этой неделе Инквайрер предлагает анонс репортажа Кена Старра о большой любовной интриге, в которой будут шумные забавы в президентском лимузине, Овальном кабинете и даже в СПАЛЬНЕ ЛИНКОЛЬНА!",У Инкуайрер была информация о Белом доме.
ps_ru_004053,"На этой неделе Инквайрер предлагает анонс репортажа Кена Старра о большой любовной интриге, в которой будут шумные забавы в президентском лимузине, Овальном кабинете и даже в СПАЛЬНЕ ЛИНКОЛЬНА!",У Enquirer есть фотографии рабочего стола Клинтона.
ps_ru_004054,"Вот что Sidewalk сделал. Они записали URL-адреса страниц транзакций TicketMaster, где вы можете купить билеты на нужные представления.",Sidewalk It сделал запись.
ps_ru_004055,"Вот что Sidewalk сделал. Они записали URL-адреса страниц транзакций TicketMaster, где вы можете купить билеты на нужные представления.",Sidewalk It записали музыку.
ps_ru_004056,"Вот что Sidewalk сделал. Они записали URL-адреса страниц транзакций TicketMaster, где вы можете купить билеты на нужные представления.",Sidewalk: ничего не записалось.
ps_ru_004057,"Спорт - не единственное, на что здесь можно ставить.",Ставки на политические соревнования и выборы также принимаются в этих штатах.
ps_ru_004058,"Спорт - не единственное, на что здесь можно ставить.",Эти сайты принимают только ставки на спортивные события.
ps_ru_004059,"Спорт - не единственное, на что здесь можно ставить.",Эти сайты принимают ставки на всякое-разное.
ps_ru_004060,"25 августа, после открытия съезда Демократической партии в Атлантик-Сити, штат Нью-Йорк, Джонсон, которому тогда было 56 лет, в трех записанных разговорах угрожал выйти из президентской гонки.","Джонсон чувствовал, что ему не хватает поддержки."
ps_ru_004061,"25 августа, после открытия съезда Демократической партии в Атлантик-Сити, штат Нью-Йорк, Джонсон, которому тогда было 56 лет, в трех записанных разговорах угрожал выйти из президентской гонки.","Джонсон никогда не думал о том, чтобы уйти."
ps_ru_004062,"25 августа, после открытия съезда Демократической партии в Атлантик-Сити, штат Нью-Йорк, Джонсон, которому тогда было 56 лет, в трех записанных разговорах угрожал выйти из президентской гонки.",Джонсон угрожал уходом.
ps_ru_004063,Ламар Александр отказался от участия в президентских выборах.,Как минимум одно лицо отказалось от попыток стать президентом.
ps_ru_004064,Ламар Александр отказался от участия в президентских выборах.,Ламар Александр отказался выйти из президентской гонки.
ps_ru_004065,Ламар Александр отказался от участия в президентских выборах.,Г-н Александр был вынужден сойти с дистанции после публикации его интимных фотографий.
ps_ru_004066,"В основе этой записи с извинениями       за нарушение гражданских свобод лежит злоупотребление ФБР при проведении расследования в отношении командировочного бюро Белого Дома, которое стало известно как Файлгейт.",Белый дом попросил ФБР шпионить за политическими кандидатами.
ps_ru_004067,"В основе этой записи с извинениями       за нарушение гражданских свобод лежит злоупотребление ФБР при проведении расследования в отношении командировочного бюро Белого Дома, которое стало известно как Файлгейт.",Белый дом пользуется ФБР  не по назначению.
ps_ru_004068,"В основе этой записи с извинениями       за нарушение гражданских свобод лежит злоупотребление ФБР при проведении расследования в отношении командировочного бюро Белого Дома, которое стало известно как Файлгейт.",Белый дом должным образом использует ФБР.
ps_ru_004069,"Дун заявил, что будет принимать жесткие меры против спекулянтов земельной собственностью, однако многие полагают, что он грозен лишь на словах.",Тангу плевать на спекуляции с недвижимостью.
ps_ru_004070,"Дун заявил, что будет принимать жесткие меры против спекулянтов земельной собственностью, однако многие полагают, что он грозен лишь на словах.","Танг считает, что спекулянты имуществом действуют неэтично."
ps_ru_004071,"Дун заявил, что будет принимать жесткие меры против спекулянтов земельной собственностью, однако многие полагают, что он грозен лишь на словах.",Танг хочет обрести влияние на спекулянтов недвижимости.
ps_ru_004072,"Жалобы включали проблемы с багажом, неприветливых бортпроводников, таинственным образом отмененные рейсы, зверские счета.",10 человек потеряли багаж.
ps_ru_004073,"Жалобы включали проблемы с багажом, неприветливых бортпроводников, таинственным образом отмененные рейсы, зверские счета.",Люди жаловались из-за багажа.
ps_ru_004074,"Жалобы включали проблемы с багажом, неприветливых бортпроводников, таинственным образом отмененные рейсы, зверские счета.",Жалоб не было вообще.
ps_ru_004075,"Лоуренс Синглтон, известный насильник, который отсекал предплечья жертва, а потом провел всего восемь лет в тюрьме, был арестован во время убийство другой женщины в Флориде.","После того, как он взломал устройства своих жертв, он попытался спрятать их в мусорном ящике."
ps_ru_004076,"Лоуренс Синглтон, известный насильник, который отсекал предплечья жертва, а потом провел всего восемь лет в тюрьме, был арестован во время убийство другой женщины в Флориде.","Всем было очевидно, что время, проведенное в тюрьме, полностью его изменило."
ps_ru_004077,"Лоуренс Синглтон, известный насильник, который отсекал предплечья жертва, а потом провел всего восемь лет в тюрьме, был арестован во время убийство другой женщины в Флориде.",Мистер Синглтон - осужденный насильник из Флориды.
ps_ru_004078,"Чарльз Лейн из The New Republic говорит, что Известие о похищении просто дополняет позицию Габриэля Гарксиа Маркеса касательно продажной журналистики.",Чарльз Лэйн - репортер.
