item_id,sentence,option_a,option_b,gold_answer
pr_fr_002427,Le livre que James a avec lui ne peut pas entrer dans le sac car _ est petit.,le sac,le livre,A
pr_fr_002428,"L' hôte du restaurant offrait des échantillons du pain au lieu du fruit, car _ était populaire.",le pain,le fruit,A
pr_fr_002429,"L' hôte du restaurant offrait des échantillons de pain au lieu du fruit, car _ n' était pas aimé.",le pain,le fruit,B
pr_fr_002430,James a quitté la fête et est allé à la maison pour continuer à lire car _ est bruyante.,la fête,la maison,A
pr_fr_002431,James a quitté la fête et est allé à la maison pour continuer à lire car _ est calme.,la maison,la fête,A
pr_fr_002432,Jim aimait utiliser la porte plutôt que la chaise pour être furtif derrière en cache-cache car _ offrait une couverture plus verticale.,la porte,la chaise,A
pr_fr_002433,Jim aimait utiliser la porte plutôt que la chaise pour être furtif derrière en cache-cache car _ offrait moins de couverture verticale.,la porte,la chaise,B
pr_fr_002434,James était heureux d' entendre la chanson du perroquet alors il a réduit le volume de la radio parce que _ était plus forte.,la chanson,la radio,B
pr_fr_002435,James était heureux d' entendre la chanson du perroquet alors il a réduit le volume de la radio parce que _ était plus silencieuse.,la radio,la chanson,B
pr_fr_002436,"Mon chien m' a regardé puis retourné à son plat de nourriture avec envie, alors j' ai mis la nourriture du sac dans le bol jusqu' à ce que _ soit plein.",le sac,le bol,B
pr_fr_002437,"Mon chien m' a regardé puis retourné à son plat de nourriture avec envie, alors j' ai mis la nourriture du sac dans le bol jusqu' à ce que _ soit vide.",le sac,le bol,A
pr_fr_002438,Le président a prononcé son discours à l' auditorium plutôt qu' au parc parce que _ était plus grand.,le parc,l' auditorium,B
pr_fr_002439,Le président a prononcé son discours à l' auditorium plutôt qu' au parc car _ était plus petit.,le parc,l' auditorium,A
pr_fr_002440,Le plan dessiné sur le papier nécessitait plus de papier pour être complété parce que _ est grand.,le plan,le papier,A
pr_fr_002441,Le plan dessiné sur le papier nécessitait plus de papier pour être complété car _ est petit.,le plan,le papier,B
pr_fr_002442,J' étais tellement fatiguée que j' ai choisi de me reposer sur le canapé plutôt que sur le lit car _ était plus proche.,le lit,le canapé,B
pr_fr_002443,J' étais tellement fatiguée que j' ai choisi de me reposer sur le canapé plutôt que sur le lit car _ était plus loin.,le canapé,le lit,B
pr_fr_002444,Il a fallu plus de temps pour regarder le film que pour lire le livre car _ a plus de volume.,le livre,le film,B
pr_fr_002445,Il a fallu plus de temps pour regarder le film que pour lire le livre car _ a moins de volume.,le livre,le film,A
pr_fr_002446,La mère a essayé de conserver le gâteau au réfrigérateur mais _ était trop gros.,le gâteau,le réfrigérateur,A
pr_fr_002447,La mère a essayé de conserver le gâteau dans le réfrigérateur mais _ était trop petit.,le réfrigérateur,le gâteau,A
pr_fr_002448,L' ancien papier document déchiré a été remplacé par un microfilm car _ était très délicat.,le microfilm,le papier,B
pr_fr_002449,L' ancien papier document déchiré a été remplacé par un microfilm parce que _ était très durable.,le papier,le microfilm,B
pr_fr_002450,"L' élève a échoué au premier examen, mais a bien réussi le retest parce que _ était difficile.",le retest,l' examen,B
pr_fr_002451,"L' élève a échoué au premier examen, mais a bien réussi le retest parce que _ était facile.",l' examen,le retest,B
pr_fr_002452,"Lors de la vente du domaine, John a vu que le marteau était plus abordable que le tournevis, car _ était utilisé.",le marteau,le tournevis,A
pr_fr_002453,"Lors de la vente du domaine, John a vu que le marteau était plus abordable que le tournevis, car _ était tout neuf.",le tournevis,le marteau,A
pr_fr_002454,Il a versé le seau rempli de béton humide dans le moule jusqu' à ce que _ soit vide.,le moule,le seau,B
pr_fr_002455,Il a versé le seau rempli de béton humide dans le moule jusqu' à ce que _ soit plein.,le seau,le moule,B
pr_fr_002456,J' ai pris le bus et non le train pour l' aéroport car _ arriverait plus tôt.,le train,le bus,B
pr_fr_002457,J' ai pris le bus et non le train pour l' aéroport car _ y arriverait plus tard.,le train,le bus,A
pr_fr_002458,Le charpentier a enlevé l' équipement de construction du chantier et l' a mis dans son camion jusqu' à ce que _ soit dégagé.,le camion,le chantier,B
pr_fr_002459,Le charpentier a enlevé le matériel de construction du chantier et l' a mis dans son camion jusqu' à ce que _ soit plein.,le camion,le chantier,A
pr_fr_002460,"Steve, qui était malade, a choisi de manger du pudding au lieu d' un sandwich parce que _ était facile à digérer.",le pudding,le sandwich,A
pr_fr_002461,"Steve, qui était malade, a choisi de manger du pudding au lieu d' un sandwich parce que _ était difficile à digérer.",le pudding,le sandwich,B
pr_fr_002462,L' homme voulait organiser la fête à l' intérieur de la maison mais _ était trop petite.,la fête,la maison,B
pr_fr_002463,L' homme voulait organiser la fête à l' intérieur de la maison mais _ était trop grande.,la maison,la fête,B
pr_fr_002464,Les tout-petits jumeaux ont reçu du jus à boire mais pas du café car _ était savoureux.,le café,le jus,B
pr_fr_002465,Les tout-petits jumeaux ont reçu du jus à boire mais pas du café parce que _ leur donnait du gaz.,le café,le jus,A
pr_fr_002466,"Il était plus facile de connaître la situation à partir du téléphone que du téléviseur, car _ était cassé.",le téléphone,le téléviseur,B
pr_fr_002467,"Il était plus facile de connaître la situation à partir du téléphone que du téléviseur, car _ fonctionnait.",le téléphone,le téléviseur,A
pr_fr_002468,"Elle a indiqué qu' elle voulait être plus que son ami en lui donnant une bague au lieu d' une cravate, car _ signifiait un plus grand engagement.",la cravate,la bague,B
pr_fr_002469,"Elle a indiqué qu' elle voulait être plus que son ami en lui donnant une bague au lieu d' une cravate, car _ signifiait une plus grande distance.",la bague,la cravate,B
pr_fr_002470,"En ce qui concerne la soie dentaire, je préfère la menthe à la cannelle car je pense que _ est plus fraîche.",la menthe,la cannelle,A
pr_fr_002471,"En ce qui concerne la soie dentaire, je préfère la menthe à la cannelle parce que je pense que _ est plus épicée.",la cannelle,la menthe,A
pr_fr_002472,J' ai utilisé l' arc au lieu du pistolet car _ était précis pour moi.,le pistolet,l' arc,B
pr_fr_002473,J' ai utilisé l' arc au lieu du pistolet car _ était inexact pour moi.,l' arc,le pistolet,B
pr_fr_002474,"C' est un article de foi que le papier est plus important que l' examen, même si _ pèse moins lourd sur la note.",l' examen,le papier,B
pr_fr_002475,"C' est un article de foi que le papier est plus important que l' examen, même si _ pèse plus lourdement sur la note.",le papier,l' examen,B
pr_fr_002476,"L' air dans le magasin était meilleur que dans le garage, car _ était très pollué.",le garage,le magasin,A
pr_fr_002477,"L' air dans le magasin était meilleur que dans le garage, car _ était hautement purifié.",le magasin,le garage,A
pr_fr_002478,"Nous avons regardé la vidéo sur le moniteur plutôt que sur le téléphone, car _ avait une image claire.",le moniteur,le téléphone,A
pr_fr_002479,"Nous avons regardé la vidéo sur le moniteur plutôt que sur le téléphone, car _ avait une image floue.",le téléphone,le moniteur,A
pr_fr_002480,"La femme a gardé le bikini mais a rendu le haut, car _ était de la bonne taille.",le bikini,le haut,A
pr_fr_002481,"La femme a gardé le bikini mais a rendu le haut, car _ n' était pas de la bonne taille.",le haut,le bikini,A
pr_fr_002482,J' ai choisi la lotion au lieu de la crème pour ma peau car _ sentait pire.,la lotion,la crème,B
pr_fr_002483,J' ai choisi la lotion au lieu de la crème pour ma peau car _ sentait mieux.,la lotion,la crème,A
pr_fr_002484,Bobby a dû utiliser son stylo pour terminer l' examen plutôt que le crayon car _ était plein d' encre.,le stylo,le crayon,A
pr_fr_002485,Bobby a dû utiliser son stylo pour terminer l' examen plutôt que le crayon parce que _ avait été volé.,le crayon,le stylo,A
pr_fr_002486,Elle a versé le bouillon dans le bac à glaçons et a dû prendre un bac supplémentaire car _ était trop petit.,le bac,le bouillon,A
pr_fr_002487,Elle a versé le bouillon dans le bac à glaçons et a dû prendre un plateau supplémentaire car _ était trop.,le bouillon,le bac,A
pr_fr_002488,"Il a fallu une minute de plus pour faire fondre le chocolat au micro-ondes que le caramel, car _ était très ferme.",le caramel,le chocolat,B
pr_fr_002489,"Il a fallu une minute de plus pour faire fondre le chocolat au micro-ondes que le caramel, car _ était très doux.",le caramel,le chocolat,A
pr_fr_002490,Mon ami avait un profil génial qui était meilleur que mon portfolio parce que _ était professionnel.,le profil,le portfolio,A
pr_fr_002491,Mon ami avait un profil génial qui était meilleur que mon portfolio parce que _ était amateur.,le profil,le portfolio,B
pr_fr_002492,"L' histoire a suscité un sourire de la fille, mais elle n' aimait pas la chanson qui allait avec, il semble que _ était si heureuse.",l' histoire,la chanson,A
pr_fr_002493,"L' histoire a suscité un sourire de la fille, mais elle n' aimait pas la chanson qui allait avec, il semble que _ était si triste.",la chanson,l' histoire,A
pr_fr_002494,"Mon cousin allait toujours au salon près de chez moi et pas au bar près du sien, car _ était plus amusant.",le salon,le bar,A
pr_fr_002495,"Mon cousin allait toujours au salon près de chez moi et pas au bar près du sien, car _ était plus ennuyeux.",le salon,le bar,B
pr_fr_002496,"Ben a dû vidanger l' eau et l' huile dans l' évier, mais _ était trop visqueuse.",l' huile,l' eau,A
pr_fr_002497,"Ben a dû vidanger l' eau et l' huile dans l' évier, mais _ était trop fluide.",l' eau,l' huile,A
pr_fr_002498,"Les formules d' ingénierie ont fonctionné pour le pont mais pas pour le tunnel, car _ était une structure appropriée pour cette science.",le tunnel,le pont,B
pr_fr_002499,"Les formules d' ingénierie ont fonctionné pour le pont mais pas pour le tunnel, car _ était une structure inappropriée pour cette science.",le tunnel,le pont,A
pr_fr_002500,"Elle voulait apprendre à associer le vin, alors elle a acheté un livre au lieu d' utiliser un magazine parce que _ était trop large.",le magazine,le livre,A
pr_fr_002501,Elle voulait apprendre à associer le vin alors elle a acheté un livre au lieu d' utiliser un magazine parce que _ était spécifique.,le livre,le magazine,A
pr_fr_002502,"La nouvelle crème n' a pas éliminé les verrues comme la dernière lotion, car _ n' était pas assez puissante.",la lotion,la crème,B
pr_fr_002503,"La nouvelle crème n' a pas éliminé les verrues comme la dernière lotion, car _ était si puissante.",la crème,la lotion,B
pr_fr_002504,"Après un court instant, nous avons arrêté de verser le verre à thé dans le pot car _ était vide.",le pot,le verre,B
pr_fr_002505,"Après un court instant, nous avons arrêté de verser le verre à thé dans le pot car _ était plein.",le verre,le pot,B
pr_fr_002506,"Le pilote communiquait avec le commandant de la mission via l' ordinateur, mais pas par téléphone, car _ était fiable.",l' ordinateur,le téléphone,A
pr_fr_002507,Le pilote communiquait avec le commandant de la mission via l' ordinateur mais pas le téléphone parce que _ était inefficace.,le téléphone,l' ordinateur,A
pr_fr_002508,La statue de 20 pieds de long du dinosaure ne rentrerait pas sur la remorque parce que _ était trop courte.,la statue,la remorque,B
pr_fr_002509,La statue de 20 pieds de long du dinosaure ne rentrerait pas sur la remorque parce que _ était trop longue.,la remorque,la statue,B
pr_fr_002510,"La boombox avait beaucoup d' électricité statique, mais la réception sur la radio était limpide, car _ avait un récepteur faible.",la boombox,la radio,A
pr_fr_002511,"La boombox avait beaucoup d' électricité statique, mais la réception de la radio était limpide, car _ avait un récepteur puissant.",la radio,la boombox,A
pr_fr_002512,"Après la rénovation, Mike a choisi un panier pour sa plante au lieu d' un pot car _ était plus spacieux.",le panier,le pot,A
pr_fr_002513,"Après la rénovation, Mike a choisi un panier pour sa plante au lieu d' un pot parce que _ était plus petit.",le panier,le pot,B
pr_fr_002514,Le sac s' est déchiré lorsque le garçon y a placé un jouet parce que _ était trop fragile.,le sac,le jouet,A
pr_fr_002515,Le sac s' est déchiré lorsque le garçon y a placé un jouet parce que _ était trop lourd.,le jouet,le sac,A
pr_fr_002516,"Vous devez lire le nouvel article et non le magazine, car _ est plus informatif.",l' article,le magazine,A
pr_fr_002517,"Vous devez lire le nouvel article et non le magazine, car _ est moins informatif.",l' article,le magazine,B
pr_fr_002518,"La voiture était capable d' aller plus vite que la moto, car _ était toute neuve.",la moto,la voiture,B
pr_fr_002519,"La voiture était capable d' aller plus vite que la moto, car _ était très ancienne.",la moto,la voiture,A
pr_fr_002520,Elle a fait un coussin rapide pour les chatons et a ensuite commencé à faire un lit parce que _ serait temporaire.,le lit,le coussin,B
pr_fr_002521,Elle a fait un coussin rapide pour les chatons et a ensuite commencé à faire un lit parce que _ serait permanent.,le coussin,le lit,B
pr_fr_002522,Le lit donnait un meilleur repos que le canapé car _ était beaucoup plus doux.,le lit,le canapé,A
pr_fr_002523,Le lit donnait un meilleur repos que le canapé car _ était beaucoup plus dur.,le lit,le canapé,B
pr_fr_002524,Kevin voulait se raser la moustache et se faire pousser la barbe parce qu' il pensait que _ le rendait laid.,la moustache,la barbe,A
pr_fr_002525,Kevin voulait se raser la moustache et se faire pousser la barbe parce qu' il pensait que _ le rendrait beau.,la moustache,la barbe,B
pr_fr_002526,"Son ami était en visite, il a donc nettoyé le futon car le lit d' invité était envahi par des vêtements, _ était donc inutilisable.",le lit,le futon,A
pr_fr_002527,"Son ami était en visite, il a donc nettoyé le futon car le lit d' invité était envahi par des vêtements, _ était donc utilisable.",le lit,le futon,B
pr_fr_002528,La tache dans le seau n' a pas pu être nettoyée avec la brosse car _ est tenace.,la brosse,la tache,B
pr_fr_002529,La tache dans le seau n' a pas pu être nettoyée avec la brosse car _ est douce.,la brosse,la tache,A
pr_fr_002530,Le bœuf avait meilleur goût que le porc car _ avait été légèrement trop cuit.,le porc,le bœuf,A
pr_fr_002531,Le bœuf avait meilleur goût que le porc bien que _ ait été légèrement cuit.,le porc,le bœuf,B
pr_fr_002532,Cara a voulu refaire sa chambre et a décidé d' acheter une nouvelle commode au lieu d' une chaise car _ était quelque chose de nécessaire à remplacer.,la commode,la chaise,A
pr_fr_002533,Cara a voulu refaire sa chambre et a décidé d' acheter une nouvelle commode au lieu d' une chaise car _ était quelque chose d' inutile à remplacer.,la commode,la chaise,B
pr_fr_002534,Joe a bu son lait et a essayé de tremper son biscuit dans le verre mais _ était trop gros.,le verre,le biscuit,B
pr_fr_002535,Joe a bu son lait et a essayé de tremper son biscuit dans le verre mais _ était trop petit.,le verre,le biscuit,A
pr_fr_002536,"Elle a mis plus d' énergie dans le papier que dans le modèle, car _ était la tâche principale.",le modèle,le papier,B
pr_fr_002537,"Elle a mis plus d' énergie dans le papier que dans le modèle, car _ était la tâche secondaire.",le papier,le modèle,B
pr_fr_002538,L' homme a essayé de mettre son CV dans le dossier mais _ était trop volumineux.,le dossier,le CV,B
pr_fr_002539,L' homme a essayé de mettre son CV dans le dossier mais _ était trop petit.,le dossier,le CV,A
pr_fr_002540,"J' ai essayé de mettre de l' eau de la cruche dans la bouteille, mais tout ne rentre pas parce que _ était trop.",l' eau,la bouteille,A
pr_fr_002541,"J' ai essayé de faire passer l' eau de la cruche dans la bouteille, mais tout ne rentre pas car _ était trop petite.",l' eau,la bouteille,B
pr_fr_002542,"Nous allions pêcher sur le quai plus tard dans la journée, car nous ne pouvions pas tous rentrer dans le bateau, car _ était spacieux.",le quai,le bateau,A
pr_fr_002543,"Nous allions pêcher sur le quai plus tard dans la journée, car nous ne pouvions pas tous rentrer dans le bateau, car _ était confiné.",le quai,le bateau,B
pr_fr_002544,"Elle a décidé de signaler l' accident et le cambriolage, mais _ a nécessité une enquête beaucoup plus approfondie.",le cambriolage,l' accident,A
pr_fr_002545,"Elle a décidé de signaler l' accident et le cambriolage, mais _ a nécessité beaucoup moins d' enquête.",le cambriolage,l' accident,B
pr_fr_002546,Le cuisinier a remplacé l' origan par le basilic dans la recette de sauce à spaghetti parce que _ était abondant.,le basilic,l' origan,B
pr_fr_002547,Le cuisinier a substitué de l' origan au basilic dans la recette de sauce à spaghetti parce que _ était rare.,l' origan,le basilic,B
pr_fr_002548,"Peur de se noyer, l' homme a sauté du navire au radeau parce que _ coulait.",le navire,le radeau,A
pr_fr_002549,"Peur de se noyer, l' homme a sauté du navire au radeau parce que _ flottait.",le radeau,le navire,A
pr_fr_002550,Le manche de la cuillère a été immergé dans la tasse de thé car _ est profonde.,la tasse,la cuillère,A
pr_fr_002551,Le manche de la cuillère a été immergé dans la tasse de thé car _ est courte.,la tasse,la cuillère,B
pr_fr_002552,"Angie voulait remplacer son affiche par une nouvelle tapisserie cool, car _ était amusante.",la tapisserie,l' affiche,A
pr_fr_002553,"Angie voulait remplacer son affiche par une nouvelle tapisserie cool, car _ était ennuyeuse.",l' affiche,la tapisserie,A
pr_fr_002554,La peinture que j' ai achetée pour la nouvelle toile sera parfaite car _ est faite pour cette toile.,la peinture,la toile,A
pr_fr_002555,La peinture que j' ai achetée pour la nouvelle toile sera parfaite car _ est faite pour cette peinture.,la toile,la peinture,A
pr_fr_002556,"Max, le petit garçon, voulait du cola avec son déjeuner et non du jus parce que _ était plus rafraîchissant pour lui.",le cola,le jus,A
pr_fr_002557,"Max, le petit garçon, voulait du cola avec son déjeuner et non du jus parce que _ était plus générique pour lui.",le jus,le cola,A
pr_fr_002558,"Il était plus facile de ramollir le sol avec la pioche qu' avec la pelle, car _ était branlante.",la pelle,la pioche,A
pr_fr_002559,"Il était plus facile de ramollir le sol avec la pioche qu' avec la pelle, car _ était solide.",la pioche,la pelle,A
pr_fr_002560,"Mon ancienne relation est bien pire que ma nouvelle amitié, car _ était tellement fausse.",l' amitié,la relation,B
pr_fr_002561,"Mon ancienne relation est bien pire que ma nouvelle amitié, parce que _ était tellement incroyable.",l' amitié,la relation,A
pr_fr_002562,"Le chasseur a essayé de mettre l' arc à l' intérieur du hangar, mais _ était trop grand.",l' arc,le hangar,A
pr_fr_002563,Le chasseur a essayé de mettre l' arc à l' intérieur du hangar mais _ était trop petit.,le hangar,l' arc,A
pr_fr_002564,Le médecin a essayé de ranger la langue à l' intérieur de la boîte mais _ était trop petite.,la boîte,la langue,A
pr_fr_002565,Le médecin a essayé de ranger la langue à l' intérieur de la boîte mais _ était trop grande.,la boîte,la langue,B
pr_fr_002566,"Il a montré ses compétences avec le pistolet, mais a évité l' arc, car _ était sa pire arme.",l' arc,le pistolet,A
pr_fr_002567,"Il a montré ses compétences avec le pistolet, mais a évité l' arc, car _ était sa meilleure arme.",l' arc,le pistolet,B
pr_fr_002568,"Frank voulait mettre le hamburger sur le barbecue, mais _ n' était pas encore assez chaud.",le hamburger,le barbecue,B
pr_fr_002569,"Frank voulait mettre le hamburger sur le barbecue, mais _ n' était pas encore formé.",le barbecue,le hamburger,B
pr_fr_002570,"Les déchets médicaux ont été déplacés du sac vers le seau, de sorte que _ est rapidement devenu contaminé.",le sac,le seau,B
pr_fr_002571,"Les déchets médicaux ont été déplacés du sac au seau, de sorte que _ a rapidement été stérilisé.",le sac,le seau,A
pr_fr_002572,Connie aime cuisiner à la maison et a décidé de renoncer à un rôti au profit du tofu car _ est inutile pour un repas végétarien.,le tofu,le rôti,B
pr_fr_002573,Connie aime cuisiner à la maison et a décidé de renoncer au rôti au profit du tofu car _ est parfait pour un repas végétarien.,le tofu,le rôti,A
pr_fr_002574,"Il a beaucoup plus de mal avec cette fièvre que la grippe, car _ a mis une semaine à se remettre.",la fièvre,la grippe,A
pr_fr_002575,"Il a beaucoup plus de mal avec cette fièvre qu' avec la grippe, car _ a mis un jour à se remettre.",la grippe,la fièvre,A
pr_fr_002576,Nous voulions mettre la nourriture du pot dans le récipient jusqu' à ce que _ soit plein.,le récipient,le pot,A
pr_fr_002577,Nous voulions mettre la nourriture du pot dans le récipient jusqu' à ce que _ soit vide.,le récipient,le pot,B
pr_fr_002578,Le céleri était beaucoup plus frais que le concombre car _ était beaucoup plus frais.,le céleri,le concombre,A
pr_fr_002579,Le céleri était beaucoup plus frais que le concombre car _ était moins frais.,le céleri,le concombre,B
pr_fr_002580,"Ses oreilles ne pouvaient pas supporter le son de la guitare après la basse, car _ était tellement irritante.",la basse,la guitare,B
pr_fr_002581,"Ses oreilles ne pouvaient pas supporter le son de la guitare après la basse, car _ était si apaisante.",la guitare,la basse,B
pr_fr_002582,"L' équipe jouait dans le bâtiment plutôt que sur le terrain, ce que nous avons préféré car _ est plus frais.",le bâtiment,le terrain,A
pr_fr_002583,"L' équipe jouait dans le bâtiment plutôt que sur le terrain, ce que nous avons préféré car _ est plus chaud.",le terrain,le bâtiment,A
pr_fr_002584,"Lacey a abandonné le savon et a nettoyé les vitres de la voiture avec du vinaigre, car _ était inefficace.",le savon,le vinaigre,A
pr_fr_002585,"Lacey a abandonné le savon et a nettoyé les vitres de la voiture avec du vinaigre, car _ était efficace.",le savon,le vinaigre,B
pr_fr_002586,Aaron voulait aller au gymnase mais les autres voulaient aller au parc parce que _ nécessitait un abonnement.,le gymnase,le parc,A
pr_fr_002587,Aaron voulait aller au gymnase mais les autres voulaient aller au parc parce que _ ne nécessitait pas d' adhésion.,le parc,le gymnase,A
pr_fr_002588,"Pendant l' été, j' aime plus visiter le zoo que l' aquarium car _ est à l' extérieur.",l' aquarium,le zoo,B
pr_fr_002589,"Pendant l' été, j' aime plus visiter le zoo que l' aquarium car _ est à l' intérieur.",le zoo,l' aquarium,B
pr_fr_002590,"Au cours de la campagne caritative, ils ont décidé de faire don du canapé mais pas du lit car _ était utile.",le lit,le canapé,B
pr_fr_002591,"Au cours de la campagne caritative, ils ont décidé de donner le canapé mais pas le lit car _ était cassé.",le canapé,le lit,B
pr_fr_002592,Eric versa le pot entier de salsa dans le bol de service jusqu' à ce que _ soit vide.,le pot,le bol,A
pr_fr_002593,Eric versa le pot entier de salsa dans le bol de service jusqu' à ce que _ soit plein.,le bol,le pot,A
pr_fr_002594,"Nous avons organisé la chasse au trésor, mais le coffre au trésor a été trouvé facilement sur le chemin car _ était grand.",le chemin,le coffre,B
pr_fr_002595,"Nous avons organisé la chasse au trésor, mais le coffre au trésor a été trouvé facilement sur le chemin car _ était court.",le coffre,le chemin,B
pr_fr_002596,"Il faisait une crise d' asthme mais a oublié son inhalateur, alors quelqu' un a recommandé le café car _ n' était pas disponible.",l' inhalateur,le café,A
pr_fr_002597,"Il avait une crise d' asthme mais a oublié son inhalateur, alors quelqu' un a recommandé du café car _ était disponible.",le café,l' inhalateur,A
pr_fr_002598,"Sarah avait un plâtre sur le bras, elle n' a donc pas pu ramasser le trophée car _ était lourd.",le trophée,le bras,A
pr_fr_002599,"Sarah avait un plâtre sur son bras, elle n' a donc pas pu ramasser le trophée parce que _ était faible.",le bras,le trophée,A
pr_fr_002600,"Le pasteur aimait prêcher sur une scène plutôt que sur une plate-forme, car _ a une vue moindre.",la plate-forme,la scène,A
pr_fr_002601,"Le pasteur aimait prêcher sur une scène plutôt que sur une plate-forme, car _ a une meilleure vue.",la scène,la plate-forme,A
pr_fr_002602,Les épiceries transportaient normalement du déodorant mais n' avaient pas de savon car _ était abondant.,le savon,le déodorant,B
pr_fr_002603,Les épiceries transportaient normalement du déodorant mais n' avaient pas de savon parce que _ manquait.,le déodorant,le savon,B
pr_fr_002604,Le steak de faux-filet avait besoin d' un peu de poivre artisanal pour l' assaisonner car _ était fade.,le steak,le poivre,A
pr_fr_002605,Le steak de faux-filet avait besoin d' un peu de poivre artisanal pour l' assaisonner car _ était savoureux.,le steak,le poivre,B
pr_fr_002606,"La danseuse quittait la scène et entrait dans la salle une fois sa danse terminée, car _ était sa place pendant la danse.",la salle,la scène,B
pr_fr_002607,"La danseuse quittait la scène et entrait dans la salle une fois sa danse terminée, car _ était sa place après la danse.",la salle,la scène,A
pr_fr_002608,"La prescription de prozac a aidé à équilibrer la chimie du cerveau de l' homme et à guérir sa dépression, car _ était efficace.",la prescription,la chimie,A
pr_fr_002609,"La prescription de prozac a aidé à équilibrer la chimie du cerveau de l' homme et à guérir sa dépression, car _ était déséquilibrée.",la prescription,la chimie,B
pr_fr_002610,"J' ai détesté le projet cette année par rapport à l' essai de l' année dernière, car _ nécessitait plus de travail.",le projet,l' essai,A
pr_fr_002611,"J' ai détesté le projet cette année par rapport à l' essai de l' année dernière, car _ nécessitait moins de travail.",le projet,l' essai,B
pr_fr_002612,John ne pouvait rien acheter au magasin que la nuit et il est allé au kiosque pour acheter des choses parce que _ est fermé.,le magasin,le kiosque,A
pr_fr_002613,John ne pouvait rien acheter au magasin que la nuit et il est allé au kiosque pour acheter des choses parce que _ est ouvert.,le kiosque,le magasin,A
pr_fr_002614,Le cheval a sauté par-dessus la barre mais s' est quand même retrouvé coincé dans la cage parce que _ est basse.,la barre,la cage,A
pr_fr_002615,Le cheval a sauté par-dessus la barre mais s' est quand même retrouvé piégé dans la cage car _ est haute.,la cage,la barre,A
pr_fr_002616,Le garçon a choisi de jouer au badminton à l' école plutôt qu' au football parce qu' il pensait que _ était plus amusant.,le football,le badminton,B
pr_fr_002617,Le garçon a choisi de jouer au badminton à l' école plutôt qu' au football parce qu' il pensait que _ était plus ennuyeux.,le football,le badminton,A
pr_fr_002618,Bill avait des sentiments compliqués à propos de l' achat d' une voiture après la mort de sa moto parce que _ possédait beaucoup de nouvelles fonctionnalités.,la moto,la voiture,B
pr_fr_002619,Bill avait des sentiments compliqués à propos de l' achat d' une voiture après la mort de sa moto parce que _ avait beaucoup de valeur sentimentale.,la voiture,la moto,B
pr_fr_002620,Le camion ne passera pas à travers le tunnel de ciment car _ est énorme.,le camion,le tunnel,A
pr_fr_002621,Le camion ne passera pas à travers le tunnel de ciment car _ est tout petit.,le camion,le tunnel,B
pr_fr_002622,"Le logiciel Windows a tenté d' installer les mises à niveau sur l' ordinateur, mais _ a dépassé la capacité de données.",l' ordinateur,le logiciel,B
pr_fr_002623,"Le logiciel Windows a tenté d' installer les mises à niveau sur l' ordinateur, mais _ était obsolète.",le logiciel,l' ordinateur,B
pr_fr_002624,"Le shake était beaucoup plus efficace pour développer les muscles que le sandwich, car _ contenait suffisamment de nutriments.",le shake,le sandwich,A
pr_fr_002625,"Le shake était beaucoup plus efficace pour développer les muscles que le sandwich, car _ contenait des nutriments insuffisants.",le sandwich,le shake,A
pr_fr_002626,"Le condamné s' est rendu compte que le dossier ne le ferait pas sortir de la cellule, mais le pied-de-biche le ferait, car _ était faible par rapport aux barres.",le dossier,le pied-de-biche,A
pr_fr_002627,"Le condamné s' est rendu compte que le dossier ne le ferait pas sortir de la cellule, mais le pied-de-biche le ferait, car _ était plus solide que les barres.",le pied-de-biche,le dossier,A
pr_fr_002628,Darla portait un masque sur son visage au lieu de maquillage parce que _ était nécessaire pour la mascarade.,le maquillage,le masque,B
pr_fr_002629,Darla portait un masque sur son visage au lieu de maquillage parce que _ était interdit pour la mascarade.,le maquillage,le masque,A
pr_fr_002630,"Timmy a acheté un transporteur pour son chat afin qu' il puisse l' emmener dans l' avion, mais _ était trop petit.",l' avion,le transporteur,B
pr_fr_002631,"Timmy a acheté un transporteur pour son chat afin qu' il puisse l' emmener dans l' avion, mais _ était trop plein.",le transporteur,l' avion,B
pr_fr_002632,James voulait porter le corsage mais il ne rentrerait pas autour de son poignet parce que _ était trop grand.,le poignet,le corsage,A
pr_fr_002633,James voulait porter le corsage mais il ne rentrerait pas autour de son poignet parce que _ était trop petit.,son corsage,son poignet,A
pr_fr_002634,"Je voulais cacher le nouveau coffre-fort dans le placard de ma cuisine, mais je ne pouvais pas parce que _ était trop lourd.",le coffre-fort,le placard,A
pr_fr_002635,"Je voulais cacher le nouveau coffre-fort dans mon placard de cuisine, mais je ne pouvais pas parce que _ était trop faible.",le coffre-fort,le placard,B
pr_fr_002636,J' ai placé les tambours de la boîte sur la scène jusqu' à ce que _ soit complètement vide.,la boîte,la scène,A
pr_fr_002637,J' ai placé les tambours de la boîte sur la scène jusqu' à ce que _ soit complètement pleine.,la boîte,la scène,B
pr_fr_002638,Les récoltes dans l' installation poussaient mieux que dans la serre car _ était lumineuse à l' intérieur.,la serre,l' installation,B
pr_fr_002639,Les récoltes dans l' installation poussaient mieux que dans la serre car _ était sombre à l' intérieur.,l' installation,la serre,B
pr_fr_002640,"Je voulais utiliser de la pommade sur mes cheveux au lieu de la laque, mais elle était vieille, donc _ était inutilisable.",la pommade,la laque,A
pr_fr_002641,"Je voulais utiliser de la pommade sur mes cheveux au lieu de la laque, mais elle était vieille et _ était donc utilisable.",la pommade,la laque,B
